price,sqft_living,bedrooms,bathrooms,floors
900000,2620,6,3,1
1100000,4560,4,3.5,2
368000,1750,3,1.75,1
825000,3620,4,3.5,2.5
343500,1660,3,2,1
273500,1360,4,1,1
1000000,2044,3,2.5,2
770000,2370,5,3,1.5
400000,1170,3,2,1.5
225000,1660,3,1,1
345000,2020,4,1,1
450000,2530,3,2.5,2
334850,870,2,1,1
605000,3670,5,3,1
760000,3180,5,3.5,2
390000,1870,2,1.5,1.5
488000,1940,3,2.5,2
3300000,4220,3,3.25,1
1063000,4820,5,4.5,2
608000,2400,3,2,2
1385000,2930,3,2.25,2
299950,800,2,1,1
818000,2200,3,3.25,2
355000,2400,3,2.5,1
1855000,5570,5,3.25,2
660000,1980,3,3.25,3
2367000,3530,3,2.25,1
1211000,3430,4,2.5,2
255950,1720,3,2.5,2
475000,1930,3,1.5,1
362950,2140,4,1.75,1
452000,1110,3,1.75,1
315000,1970,3,1.75,1
330950,1630,3,2.5,2
535000,2520,5,2.25,2
479000,2270,4,2.25,1.5
340000,1212,3,2.5,3
312000,1890,4,2,1
305000,1370,3,2.25,2
270000,1770,3,2.5,2
529999,1710,3,2.5,2
587100,1190,2,1,1
459800,1690,3,2,1
451000,1680,4,1.75,1
2475000,4340,3,3.25,2
525000,2040,3,2.25,2
250000,1110,2,1,1
475000,2040,5,2,2
235000,1920,4,1.5,1
230000,1330,3,1.5,1
581000,1630,4,1,1.5
415000,1520,3,1,1
522500,1520,3,1,1
383000,1340,3,1.5,1
315000,2500,3,1.75,1
591000,1460,3,2,2
750000,3140,4,2.25,2
430000,2150,3,1.75,1
712000,3140,4,2.5,1.5
510000,2310,3,2.5,1
480000,710,2,1,1
538000,1460,3,1,1
464000,730,2,2.75,1
476000,1440,3,2.5,2
349500,1130,3,2,1
270000,1810,3,2.25,2
740000,2710,3,2.5,2
395000,2740,4,2.5,2
498000,1690,3,2.5,2
339900,1470,3,2.5,2
539000,2830,3,2.5,2
400000,1410,3,1,1
225000,2170,3,2.5,1
330000,1340,3,2.25,1.5
1387800,2480,3,3,2
490000,1990,3,2.75,1
260000,2240,4,2.75,1
469900,2990,4,2.5,2
493000,2120,6,1.75,1.5
740000,2920,4,2.25,2
148900,1700,4,1.75,1
475000,1620,2,2.5,2
415000,760,2,1,1
229500,1230,3,1,1
1355000,4960,5,3.75,2
385000,2030,4,2.5,1
230000,1830,3,2.25,1
425000,970,2,1,1
189900,1000,2,1,1
238000,750,2,1,1
968060,2620,4,2.5,1
921000,2220,4,1.5,1
380000,3000,5,1.75,1
285000,1060,1,1,1
449000,1980,4,2.5,2
625000,1600,4,1,1.5
318989,2000,4,2.25,1
445000,1310,3,1.5,2
750000,1120,3,1,1
959000,3320,3,2.5,1
330000,2370,3,2.5,2
425000,830,2,1.5,2
280000,940,3,1,1
476500,2250,4,2.5,2
556000,2020,3,2.25,2
1862000,5240,4,5.25,2
637000,4083,4,3.5,2
405000,1450,3,2,1
397000,1170,5,1,1
895990,3555,4,2.75,2
259000,1610,3,2,2
420000,960,2,1,1
518000,1680,3,2.5,2
425000,1380,3,1.75,1
182500,1040,2,1,1
549900,1380,3,1.5,1.5
445000,1850,3,1.75,1
452000,1740,2,1.75,1
715000,1920,5,1.75,1
559000,2010,3,2.5,2
3300000,8020,5,6.25,2
250000,1860,4,1.75,1
1230000,4390,5,4,2
276500,2380,4,2.25,1
440000,2880,4,2.5,2
543200,2820,6,2.25,1.5
250000,750,1,1,1
625000,1750,4,2.5,1
530100,1540,3,1,1.5
549900,1140,2,1.75,2
430000,1560,4,1.5,1
835000,2960,3,2.5,2
409500,2140,4,2.75,1
329000,1600,4,2.5,1
940000,2080,4,2.75,1.5
539950,1560,3,2,1.5
579950,2880,4,2.5,1
881000,2510,5,3,1.5
362500,960,3,1,1.5
243950,1120,2,1,1
658000,3310,4,2.75,2
218250,1080,3,1.5,1
655000,2860,4,2.5,2
255000,1490,3,2,1
215000,1210,3,1,1
1265000,2240,3,1.75,1.5
2920000,4575,4,4.75,2.5
424305,1600,3,2.5,2
494000,2090,4,1.75,1.5
560000,2260,4,2.5,2
130000,1200,3,1,2
468000,2480,4,2.5,1.5
480000,2240,5,3,1
475000,1550,3,1.75,1.5
285000,2130,4,1.75,1
765000,2870,5,3,1
208000,1160,2,1,1
372000,2430,3,2.5,2
470000,900,2,1,1
451000,2830,5,2.75,1.5
442200,1620,4,1.75,1
330000,2510,4,2.5,2
335000,1790,3,1.75,1
280000,1640,3,2,1
625000,2240,3,1.75,1
345000,1870,3,2.5,2
255950,1500,4,1,1
570000,1490,4,1,1.5
685000,2230,3,1.5,2
273148,1710,3,1.75,1
246500,1620,3,2.5,2
349950,2250,5,2.5,1
545000,1700,4,2,1
403000,1502,3,2.5,3
299950,1900,4,2.5,2
792000,3320,3,2.5,1
418000,1980,5,2.5,1
332500,1670,4,1,1.5
337000,2235,3,2.5,1
212000,1070,2,1,1
542000,1800,2,2.25,2
622500,2980,4,2.5,2
260000,1670,3,1.75,1
525000,2620,3,1.75,1
975000,5470,5,3.5,2
1140000,3080,4,1.75,1
500000,940,3,1,1
554000,1870,5,2.25,1
343000,2070,4,2.5,2
515000,950,2,1.75,1
492000,1290,2,1,1
655000,2570,4,3,1
290000,1600,3,2.5,2
952500,2550,4,1.5,2
235000,1010,2,1,1
323000,1720,3,1.5,1
1050000,2200,3,2.5,2
265000,384,0,0.75,1
200000,1400,2,1,1.5
419995,1830,3,2.25,1
1500000,3110,3,3,1
455000,1600,3,2.5,2
660000,3600,3,3.5,2
319000,1390,3,1,1
390000,2092,3,1.75,1
718500,1200,3,1.5,1
474000,1090,2,1,1
615750,2140,4,2,2
551000,2010,3,2.5,2
230000,1500,3,2.25,1
790000,3500,4,2.5,2
1230000,2660,3,2.5,3
325000,1440,3,2.25,2
705000,2780,4,2.75,2
259000,1580,4,1.75,2
306000,1250,3,1.5,1
315000,970,3,1,1
392500,1100,3,1,1
1065000,3240,4,2.25,2
350500,1290,2,2.5,3
825000,3810,4,3.5,2
235000,1500,4,1,1.5
650000,2660,3,2,1
675000,2400,4,3,1
265000,1860,4,1,1
822500,1450,2,1,1
705000,2260,3,2.75,2
2630000,5540,6,4.75,2.5
685000,1300,2,1.5,1
630000,1610,4,2,2
1250000,3820,4,3.25,2
359000,1820,4,2.5,1
784500,5820,4,5,2
850000,2470,3,2,2
410000,3040,3,2.5,2
252000,1120,4,1.75,1
618000,1880,5,1.75,1
265000,1070,3,1,1
465000,1560,3,2,1
240000,870,2,1,1
217000,1000,3,1,1
415000,2520,4,2.25,1.5
274000,1700,2,2,1
420000,2150,5,3,1
1062500,1590,4,2.75,1.5
1415000,4670,4,5.25,2
618500,1800,3,2,1
295000,1670,3,1.5,1
400000,1010,3,2,1
595000,2550,3,2.5,2
1728000,3700,4,3,1
261000,1350,3,1.75,1
780000,1660,5,2.5,1.5
589000,1390,3,1.5,1
230000,1720,3,1.75,1
690000,2980,4,3.5,2.5
524000,2190,4,2.25,2
380000,1230,2,2.5,2
357500,1000,3,1,1
330000,2500,3,2,1
635000,2240,5,1.75,1
934000,2820,9,3,2
358500,1400,2,1.75,2
401000,1470,3,1.5,1
270000,1820,3,2,1
705000,2060,4,2,1
325000,1670,3,2,1
384950,1540,3,1,1
310000,1210,3,1,1
829950,3430,4,2.5,2
353000,2550,3,2.5,2
170500,1060,2,1,1
885250,3670,4,2.5,2
2700000,4420,4,3.25,2
245000,1550,3,1.5,1
469000,1190,3,2.5,3
455000,1300,3,1,1.5
305000,2430,4,2.5,2
840000,4290,7,4.5,1.5
905000,3500,5,3.5,2
219200,1680,3,2,1.5
455000,1250,3,1.5,1
195000,1020,2,1,1
799000,1510,3,1,2
285000,910,2,1,1
300000,1320,3,1.5,1
83000,900,2,1,1
220000,890,2,1,1
174500,1240,2,2.5,2
695000,2960,4,2.5,2
255000,1020,3,1.5,1
539000,2590,5,2.25,1
552700,1100,2,1,1
571500,1300,3,1,1
263700,1200,3,1,1
3300000,7710,8,4,3.5
186950,1390,2,2,2
520000,1430,3,1.75,2
358000,1250,3,1.5,1
210000,840,2,0.75,1
3650000,5020,5,3.75,2
543000,2060,4,2.25,2
330000,2000,4,2.25,1
529000,1530,3,2,1
295000,700,1,1,1
365000,950,3,1,1
473000,1380,3,3,3
403500,1830,3,1,1
544000,1790,3,1.5,1.5
621000,1340,3,1,1.5
672600,1520,3,2.25,2
689800,1370,2,1.75,1
613000,1470,3,1.5,1
808000,2500,4,2.25,2
301000,1060,3,1,1
340000,1210,3,1.75,1
206000,920,3,1,1
550000,1340,3,1.5,1
325000,960,2,1,1.5
475000,1630,3,2.5,2
432100,1840,3,1.75,1
359000,3085,3,2,1
490000,920,3,1,1
648360,2260,4,1.75,1
340000,1730,3,1.75,1
545000,1610,3,2,1
115000,550,2,0.75,1
705640,2400,3,2.25,1
300000,1960,3,2.25,2
1650000,3190,4,2.75,1
1137500,3160,4,3.5,2
280000,1550,3,1.75,1.5
245000,1930,4,1.75,1
564000,1170,4,1,1.5
849000,2520,3,1.75,1
698000,1220,3,1.75,1
319000,960,3,1,1
1450000,4110,3,3.5,1
695000,3310,4,3.5,2
680000,2220,4,2.75,1
287500,2250,4,2.25,2
465000,1510,3,3.25,2
335000,1350,3,1,1
602000,2420,4,1.75,1
482000,2950,3,2.5,2
220000,1260,5,1,1.5
206000,1700,4,2,1
1100000,3320,4,3,2
491150,1470,3,2.5,2
390000,2500,4,2.75,1
393000,2641,4,2.5,2
635000,2260,4,2,2
490000,1160,2,1,1
770000,3680,4,3.5,2.5
665000,1615,2,2,1.5
287000,1250,3,1,1
410000,1230,3,1,1
562000,2510,3,2,1
475000,1540,2,2,2
387500,1860,3,3.25,3
580000,2700,5,2,1
930000,3290,3,2.5,2
625000,2700,3,1.75,1
325000,1570,3,2,1
235000,1950,3,1.75,1
450000,1380,2,1,1
745000,2410,4,2.75,1.5
223000,1200,4,2,1
630000,1770,4,1.75,1
413450,1540,3,2.5,3
720000,2860,5,2.75,2
339000,1740,3,1.5,1
1115500,2830,4,3.5,1.5
839000,4280,5,4,2
2950000,3890,4,3.25,2
568000,2340,4,2,1
269000,1410,3,2,1
382000,1350,2,2,1
574000,1100,2,2.25,2
405000,2070,3,2.5,2
572000,2360,3,2.5,1
675000,2760,4,2.25,2
165000,1220,4,1,1.5
260000,1220,4,1,1.5
196000,1220,3,1,1
515000,3020,3,2.5,2
810000,3470,4,3.5,2
365650,2380,4,2.25,2
651000,2260,3,3,2
240000,720,2,1,1
299000,1730,3,2,1
768000,2660,3,2.5,2
397380,1030,2,1,1
476000,2890,4,3,1
315000,890,3,1,1
240000,1410,3,2.25,1
325000,810,2,1,1
160000,1370,3,1.75,2
435000,2260,3,2.5,2
427500,1430,3,1.75,1
450000,2510,5,2.5,1
688000,1760,3,1.5,1.5
285000,1430,4,1,1
530000,1510,3,3.25,3
195000,1320,4,1.75,1
250200,1180,3,1.5,1
1100000,1560,3,2.25,1
732500,2470,3,2.5,2
194250,2190,3,2.25,1
526000,1610,4,2,1
520000,2700,4,2.75,2
526000,1530,3,1.75,1
1135250,7320,5,4,2
202000,920,2,1,1
645500,2990,4,2.5,2
570000,720,1,1,1
325000,1750,3,2,1.5
725000,2410,2,1,2
192000,1240,3,1.75,1
560000,1010,2,1,1
283450,2770,5,2.75,1
863000,2800,4,1.75,1
815000,1400,4,2,2
245000,1020,2,1,1
1315000,2860,4,3,1
1156000,4270,4,3.5,2
480000,2270,3,2.5,2
600000,2560,4,2.5,2
329950,900,2,1,1
299500,2010,4,2.5,2
460000,1690,3,2.5,1
515000,2310,5,3.5,2
405000,1520,3,2.25,3
483000,1220,4,1.5,1.5
377000,2170,4,2.5,2
568000,2790,4,1.75,1
355000,1760,2,1.75,1
640000,2100,4,1.75,1.5
270000,1430,4,1,1
559950,2450,5,3.5,2
515000,1820,4,3,1
352000,1850,4,1.75,1
595888,1870,3,1.75,1
588000,2580,4,2.25,2
1050000,3680,4,3.25,1
260000,1750,3,1.5,2
1600000,3890,4,3.5,2
380000,1000,2,1,1
802000,2210,2,2.5,1
1325000,2850,4,3.25,2.5
710000,2460,4,2.75,2
600000,2630,3,2.5,2
707900,1750,3,1,2
179950,1100,2,1,1
683000,2620,4,2.5,2
222400,1200,3,2,1
517000,1920,2,1.5,1
410000,1690,3,2.75,1
480000,1680,3,1.75,1
430000,3440,3,1.75,1.5
439950,2190,5,1.75,1
797500,3270,4,2.5,2
379000,1280,4,1.5,1.5
575000,1310,1,1,1.5
247500,1660,3,1,1
385000,2700,4,2.75,2
423000,1940,4,1.75,1
550000,1520,3,1.75,1
415000,1620,4,1,1.5
693000,2090,3,2.25,1
543000,1070,2,1,1
465000,2000,5,1.75,1
280000,1020,3,2.5,2
1388000,2400,3,1.25,3
665000,2480,6,3,2
237950,1310,3,1.75,1
440000,2420,4,2.75,1
618000,1890,2,1,1
572000,1860,3,2.25,1.5
725000,2500,3,1.5,1.5
454000,1970,3,1,1
535000,1660,4,1,1.5
249000,1850,3,2.5,1
395000,1970,4,2.75,1
690000,1890,3,2,1
526500,1310,3,1.5,1
325000,1870,4,1.5,2
495000,1520,3,3,2
825000,3070,5,3,2
383000,1400,3,1.5,1.5
320000,1960,3,1.75,1
475000,2680,3,2.5,1
275000,2030,3,2.5,2
1150000,2320,2,2.25,1.5
455000,1760,3,1.75,1
262000,1870,5,1,1
390000,1280,4,1,1
300000,1730,3,2.25,1
746300,2060,3,1.75,1
267000,1030,3,1.5,1
525000,1720,3,2.5,1.5
570000,1210,3,1.75,1
360000,2620,4,2.25,1
1052000,1860,3,1,1
699950,2510,3,2.5,2
375000,2040,4,2.5,1.5
625000,2410,4,1.75,1
464050,780,2,1,1
470000,2210,5,2.5,1
330000,1590,4,2,1
537000,2230,4,1.75,1
250000,1560,3,2,1
835000,2950,4,2.5,2
770000,1480,4,1,1.5
650000,2850,4,2,1.5
335000,2390,3,1.75,1
350000,1740,3,1.75,1
415000,2060,5,2.75,1
788000,2680,4,2.5,2
640000,3150,4,2.75,1.5
388000,2440,4,2.5,2
360000,2230,6,1.75,1
692500,2230,6,1.75,1
425000,1600,4,1.5,1.5
645000,1600,4,1.5,1.5
340000,1580,3,1,1.5
713000,2840,4,3.25,1
430000,2550,3,2.75,2
280000,1700,3,2.25,1
215000,1470,3,2,1.5
306000,1680,3,2.5,2
299900,1110,3,1,1
534000,2120,5,1.75,1
1160000,2380,3,2.75,2
1165000,2670,3,2.5,2
199990,890,2,1,1
946000,3140,4,3,1
295000,1260,4,1,1.5
475000,920,2,1,1
750000,2990,5,3.5,2
1225000,3120,4,2.5,2
183500,1010,3,1,1
450000,1010,2,1,1
180000,1020,3,1,1.5
707000,3540,5,4.5,2
230000,900,2,0.75,1
192500,1100,3,1,1
309000,1990,3,2.5,2
759000,1980,3,1.5,1
1115000,4040,4,3.75,2
462000,1250,5,1.75,1
229000,1820,4,1.5,1.5
399950,1140,2,2.25,2
325000,1730,5,2,1
512000,1170,2,2.25,3
410000,2910,5,2.75,2
210000,970,2,1,1
325000,2130,4,2.25,1
685000,2520,3,2.5,1
488000,1360,2,2,1
247500,1620,3,2.25,1
489000,2120,4,2,1
725000,2700,4,1.75,1
199950,1370,3,1.5,1.5
670000,2520,5,3,2
275000,1540,3,2,1
1000000,2610,3,1.75,2
255000,1490,3,2,1.5
465000,2760,3,1.75,1
259000,1260,3,1.75,1
695000,2630,3,3.5,2
505000,1800,3,1.75,1
631500,1130,2,1,1
630500,1180,3,1,1.5
999000,2800,4,2.75,2
740000,1830,3,1.5,1
650000,2220,3,2.5,1.5
554000,1870,2,2,1
400000,2580,3,2.5,1.5
529941,1660,3,2,1
310000,1330,3,1,1.5
389000,1330,3,1,1.5
731781,2630,3,3,2
502501,1100,2,1,1
443000,1810,3,1.75,1
607000,2060,3,2,1
2147500,4660,3,3.5,2
585000,2370,4,2.5,1
1027000,2430,3,2.5,2
315000,1880,3,2.5,2
180000,1150,2,1,1
322500,1350,3,2,1
568500,2180,3,2.75,1
813000,3370,4,2.75,1
1085000,3650,5,2.25,1
424000,2100,4,2,2
235000,670,2,1,1
740000,2420,3,3.5,2
415000,760,1,1,1
432000,2200,3,2.75,1
1268888,4410,5,3.25,2
676500,1300,3,1.75,1
419000,720,2,1,1
650000,2180,3,2.5,2
239000,1130,2,1,1
900000,2230,4,2.5,2
330000,2100,5,1.75,1
510000,2060,3,1.75,1
465000,3060,4,2.5,2
1700000,2810,3,2.75,2
490000,2550,3,2.25,1
2680000,4290,5,3,2
1000000,3040,3,2.25,1
469950,2530,4,2.75,2
536000,1300,3,1.75,1.5
244950,1790,4,2.5,1
575000,1530,3,1,1
361000,2380,5,2.75,1
650000,2400,5,2.25,1
230005,1030,2,1,1
293000,3250,4,2.5,1
445000,1970,3,3,1
280000,1940,4,1.5,1
520000,1850,3,2.25,1
780000,3900,4,3.25,2
625000,3160,3,1.75,1
239950,1440,3,1.75,1
335000,2040,3,1.5,1
612000,2120,3,2.5,2
200000,830,2,1,1
345000,3140,3,1.75,1
520000,2410,4,2.5,1
855000,2190,4,2.25,2
567500,2190,4,1.75,1
208000,1210,3,1.5,1
452000,1880,3,1.75,1
555000,2410,3,3,2
519000,2620,5,2.75,1
474950,1850,3,2.25,2
419000,1760,3,2.25,1
390000,860,2,1,1
539000,2620,7,2.25,2
569000,2400,4,1.75,1
611000,1850,3,1,1.5
760000,4040,3,2.5,2
732000,1940,3,2,1
1675000,3490,3,2.5,2
919950,3170,5,2.75,2
400000,2530,4,2.5,1
785000,3230,4,2.5,2
835000,2120,3,2.25,2
640500,1640,2,1.75,1
310000,2130,4,2.5,2
355000,1440,4,1,1.5
685000,1940,3,1.75,1
202500,1120,3,1,1
540000,2400,3,2.5,2
295000,1810,4,2.5,2
518000,1270,3,1,1.5
250000,1350,2,1.75,1
330000,1550,2,2,1.5
481000,1620,2,1,1
898000,2650,3,2.25,1
570000,2510,5,1.75,1.5
475000,2040,4,2.5,2
265000,1660,3,2.5,2
380000,1980,3,2.5,2
790000,2690,4,2.5,2
620000,2910,2,2.25,2
709050,2720,4,3.5,2
296500,1280,3,1,1
475000,2160,3,2.5,2
440000,1760,3,2.25,1
405000,800,2,1,1
269500,930,2,1,1
520000,2040,5,1.75,1
229500,1180,1,1,1
335000,2000,4,1.75,1
680000,3310,4,2.75,2
1389000,3130,4,3.5,2
740000,2300,4,2.5,1
270000,2140,3,2.25,1
510000,2210,4,2,1.5
300000,970,2,1,1
1298888,2690,5,2.25,1
675000,1890,4,2,1.5
925850,3140,6,3.25,2
255500,1440,2,1,1
450000,2910,3,2.5,2
280000,1310,3,1,1
245000,2140,4,2.25,2
344950,1090,3,1,1
381000,1330,3,1.75,1
1945000,4690,4,4,2
1500000,1910,3,1.5,1
232603,1750,3,1.75,2
220000,1760,5,2.5,1.5
600000,1810,4,1.75,1
239000,1360,3,2.5,2
400000,1730,3,1.75,1
2180000,4710,6,2.75,2
350000,1010,3,1,1
562000,2400,3,2.5,2
380000,1540,3,1.5,1
511200,1480,4,1.75,1
680000,2520,4,2.5,2
350000,1210,3,3.25,2
410000,2670,5,2.5,1
1050000,3030,4,2.5,1.5
391265,1440,3,2,1
1410000,3250,4,2.25,2
575000,1750,3,2,1
316000,2120,4,1.5,2
165000,1050,3,1,1.5
850000,1950,3,2.25,1.5
210000,1020,3,1,1
325000,1820,4,2.5,1
682000,2390,4,2.5,2
430000,1400,3,2.5,2
325500,1540,3,1.5,1
385000,2370,3,1.75,1
435000,670,1,1,1
550000,2420,4,1,2
400000,1000,3,1,1
503000,2100,4,2.75,1
676000,2800,4,2.5,2
180000,940,3,1,1.5
234000,1640,3,2,1.5
734200,2760,4,2.5,1.5
920000,3660,3,3.25,2
1920000,3070,4,2.5,1
224000,1100,3,1.75,1
1400000,3130,3,2.75,1
185000,1320,3,1,1
554600,1470,3,1.75,1.5
268000,1480,3,1.75,1
675000,2260,4,2.25,1
620000,2210,4,2.25,1
396450,1540,3,1.75,1
565000,1910,5,1.75,1
410000,1760,3,1.75,1
1190000,2240,4,3,1.5
716125,2110,3,2.25,1
225000,1396,2,1,1
640000,3040,4,2.75,2
374000,1140,2,1,1
415000,1780,4,2,1
592500,3370,4,2.5,1
365000,1484,3,2.5,3
600000,2230,4,2.5,1
465000,2820,4,2.5,2
254999,1580,3,1,1
279000,2040,4,2.5,2
460000,2720,3,2.5,2
507000,1490,4,2.25,2
291000,1560,3,1.75,1
350000,830,2,1.5,2
90000,980,3,1,2
329000,1980,3,1.75,1
909000,3680,4,2.5,2
187000,860,2,1,1
580000,1850,3,1.75,1
345000,1620,3,2.5,2
497000,2240,4,2.5,2
345000,1010,3,1,1.5
313500,1610,3,1.75,1
910000,2720,3,2.5,2
399950,2080,3,1.5,1
268000,1930,4,2,1
559000,2250,4,1.75,1
309000,1980,3,2.25,1
410000,1960,3,2.5,2
259000,1320,3,1,1
950000,2940,5,2,2
320000,1460,4,1,1.5
1150000,2330,4,2.5,1
394250,2620,3,2,1
315000,700,1,1,1
480000,1140,2,2,1
556000,2750,3,2.5,2
450000,2480,3,2.5,2
420000,1130,3,1.5,1
890000,2770,6,3.75,1
295000,1710,4,2,1
410000,2150,4,2.25,2
308900,2250,3,2.5,2
1161000,2960,4,2.5,1
665000,2300,2,2.5,1
577000,1740,3,1.75,1
959000,2830,3,2.5,3
471000,1240,2,1.75,1
560000,2180,3,2.5,2
955000,2510,5,2.25,2
1240000,6630,7,5.5,2
579000,2300,3,2.5,1
335000,3220,4,2.25,2
485000,2270,3,2.5,2
552000,1840,3,2.5,1
950000,3820,4,3.25,2
203700,1660,3,2,1
412000,3360,4,3.5,2
237500,1350,3,2,1
866800,2970,4,3.5,2
425000,1000,3,1,1
200000,1190,3,2,1
280000,1670,3,1.75,1
140000,1200,3,1.5,2
370000,2250,5,2.5,1
550000,1040,2,0.75,1
1411600,3180,2,2.5,2
1505000,3180,2,2.5,2
510000,2040,4,1.5,1
351000,1160,3,1,1
210000,880,3,1,1
449999,2290,4,1.75,1.5
137000,950,3,1,1
270000,1010,3,1,1
540000,3100,3,2.5,1
565000,2560,5,3,1
940000,2430,4,1.5,2.5
385000,830,2,1,1
400000,2090,3,3,1
365000,2030,3,2,1
353250,1060,2,1,2
455000,1090,2,1.5,1
475000,3400,4,3.5,2
571500,1920,4,1.75,1
441000,1150,2,1,1
810000,3970,6,2.75,1
550000,1880,3,2.25,2
736000,1500,2,1,1
375000,2190,3,1.75,1
717500,2530,3,2.5,2
581000,1930,2,1.75,1
629000,1510,3,2,2
3800000,5510,3,4.25,2
225000,1100,3,2,1
315000,1730,3,2.5,2
425000,1480,3,2.5,3
346500,1150,3,1,1
550000,1950,3,2.25,1
565000,2380,3,1.75,1
1001000,3100,4,2,1.5
400000,2010,2,2,1.5
724950,2270,4,2,2
623000,2050,3,1.75,1
295000,650,2,1,1
700000,2780,4,3.25,2
482000,1300,2,1.5,2
770000,2730,3,2.5,2
310000,3140,4,2.5,1
720000,2410,4,2.25,2
355000,1180,3,1,1.5
512000,2600,4,2.5,2
303000,1400,2,1.5,3
299000,2220,5,2.5,1
285000,1660,3,2.5,2
680000,2330,3,1.75,1
285000,1440,4,1.75,1
707000,2920,4,2.25,1
690000,1760,3,2,1
872000,2860,4,2.25,2
290000,2090,4,1.75,1
425000,1910,4,1.75,1
925000,3280,3,2.75,1
340500,1770,3,1,1
365000,920,2,1,1
725000,1690,3,1.75,1
811000,2470,3,3,2
299000,1040,3,1,1
287500,1220,4,2,1
879950,3500,4,2.25,1
135900,760,2,1,1
1225000,3070,4,2.25,1
522500,2100,4,1.75,1
399500,1660,4,1.5,1
450000,1430,3,1,1.5
218000,1620,4,1,1
289999,1490,3,2,1
540000,1170,2,1,1
324950,1240,3,1,1
718500,2910,3,2,2
495000,2660,3,2,1
260000,2220,6,2,1
430000,1920,4,1.5,1
402500,2780,3,3.25,2
1415000,3110,4,3,2.5
275000,1820,3,2.25,1
250000,1765,3,2.25,2
665000,1800,3,2.75,1
425000,2650,3,2.5,1
760000,1410,2,1,1.5
447000,1650,3,2.5,2
205000,1180,3,1,1
191000,800,3,1.5,1
350000,1430,2,1.75,1
789888,3300,5,3.5,2
443000,1220,2,1,1
695000,3530,4,3.5,2
560000,1380,4,2,1.5
550000,1410,3,1.75,1
850000,3360,2,2.5,2
352750,2270,4,2.75,1
550000,2890,4,2.5,2
774900,1750,5,1,1.5
250000,1010,3,1,1
962800,3780,4,2.5,2
299500,1880,3,1.75,1
250000,800,2,1,1
745000,4720,5,4,2
279475,1060,2,1,1.5
450000,2530,3,2.25,2
307700,1980,5,2.25,1
665000,1650,3,1,1
375000,1890,3,2.75,2
420000,3360,4,2.5,2
148000,630,2,1,1
707000,1980,3,1.5,2
399000,990,3,1,1
570000,3420,4,2.5,2
853000,3440,4,2.25,2
400000,1300,3,1,1
615000,2040,2,1.75,1.5
463000,1250,3,1,1
600000,1960,4,2.5,1
429000,2720,5,2.5,1
980000,3250,4,4.25,2
359500,3190,6,3.75,2
715000,2570,4,2.5,2
240000,1420,3,1.75,1
455000,2120,4,2,1
610000,2080,3,2.5,1
675000,2740,3,2.75,2
283500,1250,3,1.75,1
235000,2150,2,1,1.5
827000,3230,4,2.5,1
353000,860,2,1,1
747500,2810,4,2.5,2
341000,1040,2,1,1
182000,1160,3,1,1
250000,1470,3,2,2
655000,2350,4,3.5,2
405000,1660,3,2.25,1
390000,2020,4,1.75,1
275400,890,2,1,1
791000,2430,3,2.25,2
424500,1460,3,1.75,1
430000,980,3,1,1
865000,2580,4,2.5,2
163000,1250,2,2,1
920000,3140,4,2.75,1
1028950,2680,5,3.25,2
325000,1810,3,1.75,1
315000,2090,5,2.5,2
227000,1120,4,1,1
179000,1790,4,1.75,1.5
276000,870,2,1,1
335000,3160,4,1.5,1.5
430000,2350,3,2,1
266490,1810,3,2.5,2
655000,3160,4,2.75,1
635500,1660,3,2,1
235000,2500,5,2.5,1
885000,2880,3,2.5,2
352500,1470,3,1,1
450000,1460,3,2.5,2
3635000,5490,5,6,2
1050000,2480,3,2.25,1
476000,1140,2,2.25,3
375000,1830,3,2.5,2
600600,3110,4,3.5,2
567000,2630,4,1.75,1
650000,2390,4,1.75,1
190000,1750,5,2,1
858000,4370,4,3.5,1
435500,1020,1,1.75,1
685000,2500,3,2,1
252000,1540,3,2,2
512500,2200,4,2.25,2
423800,1940,3,2.5,2
460000,1453,3,2.25,2
434000,1830,3,2.75,2
244000,2000,3,1,1
348125,1400,3,1,1.5
585000,2400,4,3.25,2
230000,1390,3,1,1
450000,1680,3,2,1
393000,1820,5,2,1
517000,1140,2,1,1
400000,1060,3,1,1
890000,3050,2,1.75,2
205950,970,3,1,1
209000,1320,3,1,1.5
430000,1890,4,1.75,1
534000,2040,4,1.75,1.5
735000,2370,4,3,1.5
873000,2720,3,2.25,2
475000,1970,4,2.25,1
325000,2180,3,1.75,1
500000,2990,3,2.25,2
279000,2180,4,2.75,1
350000,1440,3,2,1
660000,3180,4,2.25,2
324950,1643,2,1.5,1
500000,1530,4,2,1
187300,1310,2,1,1
345600,2800,5,3.5,2.5
400000,1510,3,1.5,1
935000,2700,5,3,2
374000,2220,4,1.75,1
328000,1440,3,1.75,2
257500,1300,3,2,1
1003000,2230,4,2.5,2
216500,1390,2,1.75,1
1185000,2760,3,2.25,2
360000,3200,4,2.5,2
699999,1240,3,0.75,1
535000,1960,3,2.5,2
464950,2190,3,2,1
925000,3540,4,2.5,2
930000,2640,3,3.25,2
727500,2660,3,2,1.5
325000,1670,4,1.75,1
695000,3080,3,3.25,2
585000,2890,4,2.75,1
319000,1800,3,2.25,1
265000,2000,6,2.5,1.5
359000,1940,5,1.75,1.5
390000,1940,5,1.75,1.5
374500,960,3,1,1
661000,1750,2,1.5,2
